iteration,test_acc,actions
282,0.5900000000000001,"[[[0.05369127 0.06985049]
  [0.         0.26251313]]]"
283,0.6545000000000001,"[[[0.0448029  0.06871106]
  [0.         0.23751986]]]"
284,0.5720000000000001,"[[[0.04511868 0.0544446 ]
  [0.         0.20968521]]]"
285,0.55,"[[[0.04449152 0.05371296]
  [0.         0.20662759]]]"
286,0.5895,"[[[0.06182368 0.06455214]
  [0.         0.27325457]]]"
287,0.5935,"[[[0.04703414 0.05356669]
  [0.         0.21278021]]]"
288,0.6214999999999999,"[[[0.0425505  0.06356909]
  [0.         0.221535  ]]]"
289,0.541,"[[[0.04356437 0.05128867]
  [0.         0.19940785]]]"
290,0.596,"[[[0.04727463 0.05659274]
  [0.         0.21947134]]]"
291,0.539,"[[[0.04341497 0.05678891]
  [0.         0.21010494]]]"
292,0.502,"[[[0.050607   0.06189289]
  [0.         0.23861812]]]"
293,0.6015,"[[[0.05386055 0.06980002]
  [0.         0.26284724]]]"
294,0.6194999999999999,"[[[0.04589903 0.06314187]
  [0.         0.22915509]]]"
295,0.61,"[[[0.04320236 0.05576501]
  [0.         0.20750818]]]"
296,0.5525,"[[[0.04451357 0.05748248]
  [0.         0.21427131]]]"
297,0.5145,"[[[0.04758503 0.0605148 ]
  [0.         0.22814779]]]"
298,0.5655,"[[[0.0504812  0.06682806]
  [0.         0.24821472]]]"
299,0.521,"[[[0.05388254 0.05900277]
  [0.         0.24127047]]]"
300,0.45899999999999996,"[[[0.04208932 0.06083705]
  [0.         0.2148993 ]]]"
301,0.4985,"[[[0.05791516 0.05933567]
  [0.         0.25252765]]]"
302,0.46799999999999997,"[[[0.04369288 0.06482019]
  [0.         0.22693054]]]"
303,0.36950000000000005,"[[[0.05861947 0.05976701]
  [0.         0.25525302]]]"
304,0.5675,"[[[0.03801503 0.06737366]
  [0.         0.21753795]]]"
305,0.633,"[[[0.05554292 0.05895828]
  [0.         0.24551779]]]"
306,0.42,"[[[0.04690462 0.05868714]
  [0.         0.22274458]]]"
307,0.6679999999999999,"[[[0.06720218 0.06215803]
  [0.         0.28343698]]]"
308,0.5349999999999999,"[[[0.04060414 0.05329668]
  [0.         0.19600868]]]"
309,0.3775,"[[[0.05387243 0.06277868]
  [0.         0.2487904 ]]]"
310,0.6074999999999999,"[[[0.03404579 0.07801446]
  [0.         0.22755547]]]"
311,0.6815,"[[[0.04815746 0.05808705]
  [0.         0.22472045]]]"
312,0.40650000000000003,"[[[0.04204606 0.05378234]
  [0.         0.20060667]]]"
313,0.5265,"[[[0.06611294 0.06299525]
  [0.         0.28197727]]]"
314,0.605,"[[[0.04006495 0.06078076]
  [0.         0.20967932]]]"
315,0.3735,"[[[0.04979037 0.05934243]
  [0.         0.23140733]]]"
316,0.545,"[[[0.0351572  0.07213078]
  [0.         0.21936597]]]"
317,0.596,"[[[0.05573213 0.05738457]
  [0.         0.24289575]]]"
318,0.44000000000000006,"[[[0.04164594 0.05963553]
  [0.         0.21137165]]]"
319,0.5675,"[[[0.04251614 0.0669182 ]
  [0.         0.22812764]]]"
320,0.501,"[[[0.05465406 0.05580979]
  [0.         0.23694193]]]"
321,0.641,"[[[0.03600057 0.06287728]
  [0.         0.2035481 ]]]"
322,0.3895,"[[[0.04660714 0.05474802]
  [0.         0.21406749]]]"
323,0.5435,"[[[0.03611809 0.06978299]
  [0.         0.2173468 ]]]"
324,0.484,"[[[0.05819073 0.05716651]
  [0.         0.24899653]]]"
325,0.5925,"[[[0.03522915 0.06354269]
  [0.         0.20289016]]]"
326,0.622,"[[[0.05205813 0.05502324]
  [0.         0.22860117]]]"
327,0.6285000000000001,"[[[0.04527517 0.05697145]
  [0.         0.2151664 ]]]"
328,0.3825,"[[[0.04018575 0.05758075]
  [0.         0.2035736 ]]]"
329,0.5355,"[[[0.07375155 0.06509601]
  [0.         0.30796677]]]"
330,0.587,"[[[0.0356461  0.06015031]
  [0.         0.1972588 ]]]"
331,0.6825,"[[[0.03890312 0.05799815]
  [0.         0.2011856 ]]]"
332,0.594,"[[[0.0429436  0.05183437]
  [0.         0.19894128]]]"
333,0.3725,"[[[0.04281294 0.05772769]
  [0.         0.21047762]]]"
334,0.6599999999999999,"[[[0.07915419 0.06671954]
  [0.         0.32744661]]]"
335,0.5589999999999999,"[[[0.04183411 0.05370378]
  [0.         0.19991589]]]"
336,0.673,"[[[0.05531521 0.05777178]
  [0.         0.24256596]]]"
337,0.5205,"[[[0.0433651  0.05276698]
  [0.         0.2018811 ]]]"
338,0.495,"[[[0.03236602 0.06025005]
  [0.         0.18912348]]]"
339,0.6990000000000001,"[[[0.06165065 0.05763074]
  [0.         0.2592777 ]]]"
340,0.5385,"[[[0.04018247 0.05072681]
  [0.         0.18977445]]]"
341,0.6015,"[[[0.05933949 0.0586953 ]
  [0.         0.25507545]]]"
342,0.5285,"[[[0.03349179 0.05535667]
  [0.         0.1823045 ]]]"
343,0.4665,"[[[0.05699594 0.05666333]
  [0.         0.2448187 ]]]"
344,0.5845,"[[[0.03275136 0.06447074]
  [0.         0.19834806]]]"
345,0.6599999999999999,"[[[0.05067647 0.054826  ]
  [0.         0.22463313]]]"
346,0.46149999999999997,"[[[0.04747283 0.05261505]
  [0.         0.21198969]]]"
347,0.6515,"[[[0.03323212 0.06743248]
  [0.         0.20532152]]]"
